character,unicode,mc,pu,ct,kr,vn,jp_go,jp_kan,jp_tou,jp_kwan,jp_other
"釅","91C5","ngiamh","yan4","jim6","yeom,eom","nghieemj","/gon(gomu)/","gen(gemu)",,,
"釆","91C6","brenh","bian4","bin6","byeon,pan,pyeon,pyeom","bieenj","/ben/","han",,,
"采","91C7","chaix","cai3,cai4","coi2,coi3","chae","thair,thais","*sai*","*sai*",,,
"釈","91C8",,"shi4",,"seok,yeok",,"*syaku*","/seki/",,,
"釉","91C9","juh","you4","jau6(jau2)","yu","duwus","/yu/","yuu(iu)",,,
"释","91CA",,"shi4",,"seok,yeok","thichs,dichj",,,,,
"釋","91CB","sjek","shi4","sik1","seok,yeok","thichs,dichj","*syaku*","/seki/",,,
"里","91CC","lix","li3","lei5","ri(i)","lis","*ri*","*ri*",,,
"重","91CD","dryung,dryungx,dryungh","zhong4,chong2","cung4,cung5,zung6","jung,dong","trongj,trungf","*zyuu(dyuu)*","*tyou*",,,
"野","91CE","zjox,jax","ye3","je5","ya,yeo,seo","dax","[1]*ya*[2]/zyo/","[1]*ya*[2]syo",,,
"量","91CF","liang,liangh","liang2,liang4","loeng6,loeng4","ryang(yang)","luwowngj,luwowng","/rou(rau)/","*ryou(ryau)*",,,
"釐","91D0","li","li2,xi3,xi1","lei4,hei1(hei2)","ri(i),hui,rae(nae),tae,roe(noe)","li,hi","ri","ri",,,
"金","91D1","kim","jin1","gam1","gim,geum","kim","*kon(komu)*","*kin(kimu)*",,,
"釒","91D2",,"jin1",,"geum",,,,,,
"釓","91D3",,"ga2","gaa1(gaat3),kau4","gu,al",,,,,,"[1]kyuu(kiu)[2]ga"
"釔","91D4",,"yi3","jyut3(jyut6)","eul",,,,,,"itu"
"釕","91D5","teux","liao3,liao4","liu5,liu6(liu4)","jo",,,,,,
"釖","91D6",,"dao1",,"do,geom",,"tou(tau)","tou(tau)",,,
"釗","91D7","keu,cjeu","zhao1","ciu1(ziu1)","soe,so","chieeu","syou(seu)","syou(seu)",,,
"釘","91D8","teng,tengh","ding1,ding4","ding1(deng1)","jeong","ddinh","/tyou(tyau)/","tei",,,
"釙","91D9",,"po1","pok3","bak",,"haku","haku",,,
"釚","91DA","giu","qiu2","kau4","gu",,"/gu/","kyuu(kiu)",,,
"釛","91DB",,"he2",,"heuk,haek",,"/goku/","koku",,,
"釜","91DC","byox","fu3","fu2","bu","phur","/bu/","hu",,,
"針","91DD","cjim,cjimh","zhen1","zam1","chim","chaam","*sin(simu)*","*sin(simu)*",,,
"釞","91DE",,"zhi2",,"chip",,,,,,"tyuu(tihu)"
"釟","91DF","pret","ba1",,"pal",,"/hati/","hatu",,,
"釠","91E0",,"luan4",,"ran(nan)",,,,,,
"釡","91E1",,"fu3",,"bu",,"/bu/","hu",,,
"釢","91E2",,"nai3","naai5","nae",,,,,,
"釣","91E3","teuh","diao4","diu3","jo","ddieeus","*tyou(teu)*","*tyou(teu)*",,,
"釤","91E4","sramh","shan1,shan4","sin3(saam3),saam1","sam,seom","sams","[1]/sen(semu)/[2]sen(semu)","[1]san(samu)[2]sen(semu)",,,
"釥","91E5","chieux","qiao3,jiao3",,"cho",,"syou(seu)","syou(seu)",,,
"釦","91E6","khux","kou4","kau3","gu","khaaur","/ku/","kou",,,
"釧","91E7","chjyenh","chuan4","cyun3(cyun1)","cheon","xuyeens","sen","sen",,,
"釨","91E8",,"zi3","zi2","gyeol,geol",,,,,,
"釩","91E9","phyamx","fan2","faan4","beom",,"/hon(homu)/","han(hamu)",,,
"釪","91EA","yo","hua2,yu2","jyu4,waa4","u",,"u","u",,,
"釫","91EB","qo,ghrua","hua2,wu1","wu1,waa4","hwa",,,,,,
"釬","91EC","ghanh","han4","hon6","han,gan","hanx","/gan/","kan",,,
"釭","91ED","kung,kuung,krung","gang1","gong1,gung1","gong,gang","coong,cang","[1]/kou/[2]/ku/","[1]kou(kau)[2]kou",,,
"釮","91EE",,"qi2","cai4","jae",,"/zai/","sei",,,
"釯","91EF",,"mang2",,"mang",,"/mou(mau)/","bou(bau)",,,
"釰","91F0",,"ri4,ren4,jian4",,"il",,"[1]/kon(komu)/[2]/niti/","[1]ken(kemu)[2]zitu",,,
"釱","91F1","deh,dad","di4,dai4","daai6(dai6)","che",,"[1]/dai/[2]/dai/","[1]tei[2]tai",,,
"釲","91F2",,"si4",,"sa",,,,,,
"釳","91F3","hiot","xi4","hat1","heul",,,,,,
"釴","91F4","jik","yi4","jik6","ik",,,,,,
"釵","91F5","chre","chai1","caai1","chae,cha","sai,thoa","/se/","sai",,"/sa/",
"釶","91F6",,"shi1,yi2",,"sa",,"si","si",,,
"釷","91F7",,"tu3","tou2","to","thoor",,,,,"to"
"釸","91F8",,"xi1","zik6","seok",,,,,,
"釹","91F9",,"nv3","neoi5","nyeo(yeo)",,,,,,"zyo(dyo)"
"釺","91FA",,"qian1",,"cheon",,,,,,
"釻","91FB",,"qiu2",,"hwan",,,,,,"to"
"釼","91FC",,"ri4,ren4,jian4",,"in",,"[1]/kon(komu)/[2]/niti/","[1]ken(kemu)[2]zitu",,,
"釽","91FD",,"pi1,zhao1","pik1","byeok",,"/hyaku/","heki",,,
"釾","91FE","ja","ye2,ya2",,"ya",,,,,,
"釿","91FF","kion,ngjinx","jin1","gan1","geun,eun",,"[1]/gon/[2]/kon/","[1]gin[2]kin",,,
"鈀","9200","phra,pra","ba3","paa4,baa2","pa","ba","[1]/he/[2]/be/","[1]ha[2]ha",,,
"鈁","9201","pyang","fang1","fong1","bang",,"hou(hau)","hou(hau)",,,
"鈂","9202","drim,zim","chen2","zam3,cam4","chim",,,,,,
"鈃","9203","gheng","xing2","gin1,jing4","gyeon,hyeong",,,,,,
"鈄","9204","thux","dou3","dau2","du",,"/tu/","tou",,,
"鈅","9205","ngyat","yue4","joek6","wol",,"/goti/","getu(gwetu)",,,
"鈆","9206","cjyung,jyen","qian1","jyun4","yeon","duyeen,dieen","en","en",,,
"鈇","9207","pyo","fu1","fu1","bu","phu","hu","hu",,,
"鈈","9208",,"bu4",,"bi","baats",,,,,
"鈉","9209","njyed","na4","naap6,naat3","nap","nootj","/ne/,/nei/","zei",,,
"鈊","920A",,"xin1","sam3,sam1","sim",,"sin(simu)","sin(simu)",,,
"鈋","920B","ngua","e2",,"wa",,,,,,
"鈌","920C","kuet","jue2","kyut3","gyeol","quyeets","/keti(kweti)/","ketu(kwetu)",,,
"鈍","920D","duonh","dun4","deon6","dun","ddoonj","*don*","/ton/",,,
"鈎","920E",,"gou1",,"gu","caau","/ku/","kou",,,
"鈏","920F","jinx,jinh","yin3","jan5(jan6)","in",,,,,,
"鈐","9210","giem","qian2","kim4","geom","kieemf","/gen(gemu)/","ken(kemu)",,,
"鈑","9211","pranx","ban3","baan2","pan",,"/hen/","han",,,
"鈒","9212","srip,sop","sa4","kap1,zaap6","sap",,"[1]syuu(sihu)[2]/sou(sohu)/","[1]syuu(sihu)[2]sou(sahu)",,,
"鈓","9213",,"ren4",,"im",,"/nin(nimu)/","zin(zimu)",,,
"鈔","9214","chrau,chrauh","chao1","caau1(caau3)","cho","sao,saos","syou(seu)","/sou(sau)/",,,
"鈕","9215","nriux","niu3","nau2(nau5)","nyu(yu),chu","nuwux","/zyuu(diu)/,/nyuu(niu)/","/zyuu(diu)/,/nyuu(niu)/",,"tyuu(tiu)",
"鈖","9216",,"fen1","fan1","bun",,,,,,"hun"
"鈗","9217",,"yun3","deoi6,wan5(jeoi6)","yun,ye",,"in","in",,,
"鈘","9218",,"yi3",,"geum",,"gi","gi",,,
"鈙","9219","gimh","qin2","kam4(gam6)","geum",,,,,,
"鈚","921A","bjii,phe","pi1","pai1","bi",,,,,,
"鈛","921B",,"guo1",,"gwa",,,,,,
"鈜","921C","ghrueng","hong2","wang4","hoeng",,"/ou(wau)/","kou(kwau)",,,
"鈝","921D",,"yin2",,"eum",,,,,,"in(imu)"
"鈞","921E","kjyn","jun1","gwan1(kwan1)","gyun","quaan","kin","kin",,,
"鈟","921F",,"diao4",,"jo",,,,,,
"鈠","9220","jyek","yi4",,"yeok",,,,,,
"鈡","9221",,"zhong1",,"jung",,,,,,
"鈢","9222",,"xi3",,"nyeop(yeop),sae",,,,,,
"鈣","9223","kad","gai4","koi3","gae","cais",,,,,"kai"
"鈤","9224",,"ri4","jat6","il",,,,,,"zitu"
"鈥","9225",,"huo3","fo2","hwa",,,,,,"ka(kwa)"
"鈦","9226",,"tai4","taai3","tae",,,,,,"tai"
"鈧","9227",,"kang4","kong3","hang",,,,,,
"鈨","9228",,"yuan2",,"won",,"/hen/","han",,,
"鈩","9229",,"lu2",,"ho",,"/ru/","ro",,,
"鈪","922A",,"e4",,"aek",,,,,,
"鈫","922B",,"qin2",,"mun",,,,,,
"鈬","922C",,"duo2",,"tak",,"/daku/","taku",,,
"鈭","922D","cie,chie","zi1","zi1(ci1)","ja",,,,,,
"鈮","922E",,"ni2","nei6","ni(i)",,"/nai/","dei",,,
"鈯","922F","duot","tu2",,"dol",,"/doti/","totu",,,
"鈰","9230",,"shi4","si5","si",,"/zi/","si",,,
"鈱","9231","min","min2","man4","min",,,,,,
"鈲","9232",,"gu1","gu1","go",,,,,,
"鈳","9233","qa","ke1","ko1(ho1),aa3","a",,"a","a",,,
"鈴","9234","leng","ling2","ling4","ryeong(yeong)","linh","/ryou(ryau)/","*rei*","*rin*",,
"鈵","9235","piengh","bing3",,"byeong",,"/hyou(hyau)/","hei",,,
"鈶","9236","zsix","si4","ci5,ci4","sa",,"[1]/zi/","[1]si",,,"[2]si,/zi/[3]tai"
"鈷","9237","kox","gu3","gu2(gu1)","go","coor","/ku/","ko",,,
"鈸","9238","buat","bo2","bat6(but6)","bal","batj","/bati/,/batu/","hatu",,,
"鈹","9239","phie","pi2","pei4,pei1","pi","phi","hi","hi",,,
"鈺","923A","ngyuk","yu4","juk6","ok","ngocj","/goku/","gyoku",,,
"鈻","923B",,"si4",,"sa",,,,,,
"鈼","923C","zak","zuo2",,"jak",,"/zaku/","saku",,,
"鈽","923D","po","bu1","bou1","po","boos",,,,,
"鈾","923E","ju","you2","jau4(jau2)","yu","do",,"[1]tyuu(tiu)",,,"[2]yuu(iu)"
"鈿","923F","den,denh","dian4","din6,tin4","jeon","ddieenf","den","/ten/",,,
"鉀","9240","kap,krap","jia3","gaap3","gap","giaps","[1]/kyou(kehu)/[2]kou(kahu)","[1]kou(kahu)[2]kou(kahu)",,,
"鉁","9241",,"zhen1",,"jin",,,,,,
"鉂","9242",,"shi3",,"sa",,,,,,"si"
"鉃","9243",,"shi4",,"si,chok",,,,,,"si,/zi/"
"鉄","9244",,"tie3",,"cheol","thieets","/ziti(diti)/","titu",,,
"鉅","9245","giox","ju4","geoi6","geo","cuwj","/go/","kyo",,,
"鉆","9246","giem,thep","zuan1","zyun3,zyun1","cheop,geom","kieemf","[1]ten(temu)[2]/gen(gemu)/","[1]ten(temu)[2]ken(kemu)",,,
"鉇","9247",,"shi1",,"sa",,"[1]/se/[2]i","[1]si[2]i",,,
"鉈","9248","sje,zja","ta1,tuo2","to4,taa1,si1","sa",,"[1]/se/[2]/zya/","[1]si[2]sya",,,
"鉉","9249","ghuenx","xuan4","jyun5","hyeon","huyeenx","gen(gwen)","/ken(kwen)/",,,
"鉊","924A","cjeu","zhao1","ziu1(ciu1)","cho",,"syou(seu)","syou(seu)",,,
"鉋","924B","brau,brauh","bao4,pao2","paau4","po","baof","/byou(beu)/","hou(hau)",,,
"鉌","924C","ghua","he2","wo4","hwa",,,,,,
"鉍","924D","piih,pit","bi4","bei3(bit1)","pil,pi,seul",,"[1]hi","[1]hi",,,"[2]situ"
"鉎","924E","srieng,seng","sheng1","sang1","saeng",,"[1]/syou(syau)/[2]/syou(syau)/","[1]sou(sau)[2]sei",,,
"鉏","924F","zrio,zriox","chu2","co4,ceoi4,zeoi6","seo","suwf,trowr,tuw","/zyo/","/so/",,"syo",
"鉐","9250","zjek","shi2","zuk1,sek6","seok",,"/zyaku/","seki",,,
"鉑","9251",,"bo2","bok6","bak","bacj","/baku/","haku",,,
"鉒","9252","tryoh","zhu4","zyu3","ju",,,,,,
"鉓","9253",,"chi4","cik1","chik",,,,,,
"鉔","9254",,"za1","zaap3","jap",,,,,,
"鉕","9255",,"po3",,"pa",,,,,,
"鉖","9256","duung","tong2","tung4","dong",,"/dou/","tou",,,
"鉗","9257","giem","qian2","kim4","gyeom","kieemf","/gen(gemu)/","ken(kemu)",,"/kan/",
"鉘","9258",,"fu2",,"bul",,,,,,"hutu"
"鉙","9259",,"zhai3",,"jae",,,,,,"tai"
"鉚","925A",,"mao3","maau5","ryu(yu)",,"/ru/","ryuu(riu)",,,
"鉛","925B","jyen","qian1","jyun4","yeon","duyeen,dieen","*en*","*en*",,,
"鉜","925C","biu","fu2",,"bu",,"/bu/","huu",,"/hu/",
"鉝","925D",,"li4",,"rip(ip)",,"ryuu(rihu)","ryuu(rihu)",,,
"鉞","925E","yat","yue4","jyut6","wol","vieetj","[1]/oti(woti)/[2]/ke(kwe)/","[1]etu(wetu)[2]kai(kwai)",,,
"鉟","925F","bii,phii","pi1",,"bi",,,,,,
"鉠","9260","qiang,qieng","yang1","joeng1","ang",,"[1]ou(au)[2]/you(yau)/","[1]/you(yau)/[2]ei",,,
"鉡","9261",,"ban4","bun6","ban",,"/ban/","han",,,
"鉢","9262","puat","bo1",,"bal","bats","*hati*","*hatu*",,,
"鉣","9263","kiap","jie2","gip3","geop",,,,,,
"鉤","9264","ku","gou1","ngau1(au1,gau1)","gu","caau","/ku/","kou",,,
"鉥","9265",,"shu4","seot6","sul","thuaatj","/zuti/,/zyutu/","syutu",,,
"鉦","9266","cjeng","zheng1","zing1,zing3","jeong","chinh","syou(syau)","/sei/",,,
"鉧","9267",,"mu3","mou5","mu","maaux","/mo/","bo",,,
"鉨","9268",,"xi3",,"ni(i)",,"[1]/si/[2]/nai/","[1]/si/[2]dei",,"[1]zi",
"鉩","9269",,"xi3",,"nyeop(yeop),sae,ni(i)",,"[2]/nyou(nehu)/","[2]zyou(dehu)",,"[1]zi",
"鉪","926A",,"di4",,"che",,,,,,
"鉫","926B",,"jia1",,"ga",,,,,,
"鉬","926C",,"mu4","muk6","mok",,,,,,
"鉭","926D",,"tan3","taan2(daan3)","dan",,,,,,
"鉮","926E",,"shen2",,"sin",,,,,,"sin"
"鉯","926F",,"yi3","ji5","i",,,,,,"i"
"鉰","9270",,"si1","si1","sa",,,,,,"si"
"鉱","9271",,"kuang4",,"gwang",,"*kou(kwau)*","*kou(kwau)*",,,
"鉲","9272",,"ka3","kaa1","ga",,,,,,
"鉳","9273",,"bei3",,"buk",,,,,,
"鉴","9274",,"jian4",,"gam","giams",,,,,
"鉵","9275","duung","tong2",,"dong",,"[1]/dou/","[1]tou",,,"[2]taku"
"鉶","9276","gheng","xing2","jing4","hyeong","hinhf","/gyou(gyau)/","kei",,,
"鉷","9277","ghung","hong2",,"hong",,"/gu/","kou",,,
"鉸","9278","krau,kraux,krauh","jiao3","gaau2(gaau3)","gyo","giaor","/kyou(keu)/","kou(kau)",,,
"鉹","9279","je,chjex","chi3","ci2(ji4)","chi",,"[1]si[2]i","[1]si[2]i",,,
"鉺","927A",,"er3","ji5","i",,,,,,
"鉻","927B","lak,krak","ge4","gok3,lok6","rak(nak)",,"[1]kaku[2]raku","[1]kaku[2]raku",,,
"鉼","927C","pjengx","bing3,ping2","beng2,ping4","byeong",,"/hyou(hyau)/","hei",,,
"鉽","927D","sjik","shi4","sik1","sik",,"/siki/","syoku",,,
"鉾","927E",,"mao2","maau4,mau4","mo,mu",,"/mu/","bou",,,
"鉿","927F","kop","ha1,ke1","hap6,haa1","hyeop,gyeop,gap",,,,,,"[1]kou(kahu)[2]tou(tahu)"
"銀","9280","ngin","yin2","ngan4","eun","ngaan","/gon/","*gin*",,,
"銁","9281",,"jun1",,"gyun",,,,,,
"銂","9282",,"zhou1","zau1","ju",,,,,,
"銃","9283","chjungh","chong4","cung3","chong","sungs","/syu/","/syuu/",,"*zyuu*",
"銄","9284",,"xiang3,jiong1",,"hyang",,,,,,
"銅","9285","dung","tong2","tung4","dong","ddoongf","/zuu(duu)/","/tou/",,"*dou*",
"銆","9286","mrak","mo4","mak6","baek",,,,,,
"銇","9287","luaih","lei4","leoi6","roe(noe)",,,,,,
"銈","9288",,"ji1","gai1","gye",,,,,,"kei"
"銉","9289","jyt","yu4,si4",,"yul",,"/iti/","itu",,,
"銊","928A","syt","xu4,hui4","seot1","sul,wol",,"[1]/syuti/[2]/ke(kwe)/","[1]syutu[2]kai(kwai)",,,
"銋","928B","njim,njimx","ren2,ren3","jam4","im",,,,,,
"銌","928C",,"zun4","zyun6","jon",,,,,,
"銍","928D","cjit,trit","zhi4","zat6(zat1)","jil",,"[1]/titi/[2]/siti/","[1]titu[2]situ",,,
"銎","928E","hyung,khyung","qiong2","kung4","gong","khung","/ku/,/kuu/","kyou",,,
"銏","928F",,"shan4,shuo4",,"chaek,san",,,,,,
"銐","9290","chjed,dried","chi4,li4",,"che",,,,,,
"銑","9291","senx","xian3,xi3","sin2","seon","tieenr","sen","sen",,,
"銒","9292",,"xing2",,"gyeon,hyeong",,"[1]/gyou(gyau)/[2]ken","[1]kei[2]ken",,,
"銓","9293","chyen","quan2","cyun4","jeon","thuyeen","sen","sen",,,
"銔","9294",,"pi1","pei1","pi",,,,,,
"銕","9295","de,thet","tie3","tit3","cheol",,"/teti/","*tetu*",,,
"銖","9296","zjyo","zhu1","zyu1(syu4)","su","thuf","/zyu/","syu",,,
"銗","9297","ghu","hou2,xiang4","hong6(hau4)","hu,hang",,"/gu/","kou",,,
"銘","9298","meng","ming2","ming4(ming5)","myeong","minh","/myou(myau)/","*mei*",,,
"銙","9299","khruax","kua3","kwaa1","gwa",,"/ke(kwe)/","ka(kwa)",,,
"銚","929A","theu,jeu,deuh","diao4,tiao2,yao2","jiu4,diu6,siu6","jo,yo","dieeu,ddieeuj,ddieeuf","[1]/zyou(deu)/[2]you(eu)[3]tyou(teu)","[1]tyou(teu)[2]you(eu)[3]tyou(teu)",,,
"銛","929B","siem,themx,kuat","xian1,kuo4,tian3,gua1","cim1","seom","tieem","[1]sen(semu)[2]ten(temu)","[1]sen(semu)[2]ten(temu)",,,
"銜","929C","ghram","xian2","haam4(ham4)","ham","hamf","/gen(gemu)/","/kan(kamu)/",,"gan",
"銝","929D",,"xiu1","jau1","hyu",,,,,,
"銞","929E",,"jun1",,"gyun",,,,,,
"銟","929F",,"cha1",,"cha",,,,,,"sa,/sya/"
"銠","92A0",,"lao3","lou5","ro(no)",,,,,,"rou(rau)"
"銡","92A1",,"ji2","gat1","gil",,,,,,
"銢","92A2",,"pi3","pik1","byeok",,,,,,
"銣","92A3",,"ru2","jyu4(jyu6)","yeo",,,,,,
"銤","92A4",,"mi3","mai5","mi",,,,,,"bei"
"銥","92A5",,"yi1","ji1(ji2)","ui",,,,,,"i"
"銦","92A6",,"yin1","jan1","in",,,,,,
"銧","92A7",,"guang1","gwong1","gwang",,,,,,"kou(kwau)"
"銨","92A8",,"an3","on1(ngon1)","an",,,,,,"an"
"銩","92A9",,"diu1","diu1","ju",,,,,,
"銪","92AA",,"you3","jau5","yu",,,,,,
"銫","92AB",,"se4","sik1","saek",,,,,,"syoku"
"銬","92AC","khauh","kao4","kaau3(kau3)","go","khaor",,,,,
"銭","92AD",,"qian2",,"jeon",,"[1]/zen/[2]*sen*","[1]*sen*[2]*sen*",,,
"銮","92AE",,"luan2",,"ran(nan)","loan",,,,,
"銯","92AF",,"si1",,"sa",,"/gen(gemu)/","/kan(kamu)/",,"gan",
"銰","92B0",,"ai1",,"ae",,,,,,
"銱","92B1",,"diao4",,"jo",,,,,,
"銲","92B2",,"han4","hon6","han","hanx","/gan/","kan",,,
"銳","92B3","jyed,duad","rui4","jeoi6","ye,tae","dueej,nhueej",,,,,
"銴","92B4","jyed,zjed","shi4,zhi4","sai6,jeoi6,zai6","se",,,,,,
"銵","92B5","khreng","keng1","hang1","gaeng",,,,,,
"銶","92B6","giu","qiu2","kau4","gu",,"/gu/","kyuu(kiu)",,,
"銷","92B7","sieu","xiao1","siu1","so","tieeu","syou(seu)","syou(seu)",,,
"銸","92B8",,"zhe2,nie4",,"seop",,"[1]tyou(tehu)[2]/nyou(nehu)/","[1]tyou(tehu)[2]zyou(dehu)",,,
"銹","92B9","siuh","xiu4","sau3","su","tus","/syu/","syuu(siu)",,,
"銺","92BA",,"zang4",,"jang",,"/zou(zau)/","sou(sau)",,,
"銻","92BB","de","ti1","tai1","je","ddeex","/dai/","tei",,,
"銼","92BC","zua,chuah,zuk","cuo4","co3","jwa,jok","toar","[1]/za/[2]/zoku/[3]sa","[1]sa[2]soku[3]sa",,,
"銽","92BD",,"xian1,kuo4,tian3,gua1",,"gwal",,,,,,"katu(kwatu),/kati(kwati)/"
"銾","92BE",,"hong4,gong3",,"hong",,,,,,
"銿","92BF","jyung","zhong1,yong1",,"jong",,"/yuu/","you",,,
"鋀","92C0","thu","tou1,tu4,dou4","dau6","du","ddaauj","[1]/tu/","[1]tou",,,"[2]tou,/zu(du)/"
"鋁","92C1","liox","lv3","leoi5","ryeo(yeo)","luwx","/ro/","ryo",,,
"鋂","92C2","muai","mei2,meng2","mui4","mae",,"/mai/","bai",,,
"鋃","92C3","lang","lang2","long4","rang(nang)","lang","rou(rau)","rou(rau)",,,
"鋄","92C4",,"wan4,jian3","faan6","mam",,,,,,
"鋅","92C5",,"xin1","san1","ja,gyeol","taan",,,,,"[1]si[2]sin"
"鋆","92C6",,"yun2","wan4(gwan1)","yun",,,,,,"[1]in(win)[2]kin"
"鋇","92C7","pad","bei4","bui3","pae","boois","hai","hai",,,
"鋈","92C8","quuk","wu4","juk1","ok","oocs","oku","oku",,,
"鋉","92C9",,"su4","cuk1","sok",,,,,,
"鋊","92CA","jyuk","yu4","juk6(guk1)","yok",,,,,,
"鋋","92CB","jen,zjen","chan2","sin4(jin4)","yeon",,"[1]/zen/[2]en","[1]sen[2]en",,,
"鋌","92CC","dengx","ting3,ding4","ting5(ting2)","jeong","ddinhx,thinhs","[1]/zyou(dyau)/[2]/tyou(tyau)/","[1]tei[2]tei",,,
"鋍","92CD",,"bo2","but6","bal",,"/boti/","hotu",,,
"鋎","92CE",,"han4","waan5(wun5)","hwan",,"/gen(gwen)/","kan(kwan)",,,
"鋏","92CF","kep","jia2","gaap3","hyeop","kieepj","kyou(kehu)","kyou(kehu)",,,
"鋐","92D0",,"hong2","wang4","hoeng",,,,,,"kou(kwau)"
"鋑","92D1","cyen","juan1,jian1,cuan1","zeon3","jeon,chan,cheom",,,,,,
"鋒","92D2","phyung","feng1","fung1","bong","phong","/hu/,/huu/","hou",,,
"鋓","92D3",,"chan1","cim1","cheom",,"ten(temu)","ten(temu)",,,
"鋔","92D4",,"wan3",,"man",,,,,,
"鋕","92D5",,"zhi4","zi3","ji",,"si","si",,,
"鋖","92D6","sii","si1,tuo2",,"sa",,,,,,
"鋗","92D7","huen","xuan1,juan1,juan4","hyun1","hyeon,gyeon",,"ken(kwen)","ken(kwen)",,,
"鋘","92D8","ngo,ghrua","hua2,wu2,wu1","ng4,waa4","o,hwa",,"[1]/ge(gwe)/[2]/gu/[3]/gu/","[1]ka(kwa)[2]ko[3]go",,,
"鋙","92D9","ngio,ngiox","wu2","ng4,jyu5","eo,o","nguwx","[1]/go/[2]/gu/","[1]gyo[2]go",,,
"鋚","92DA","deu","tiao2",,"jo",,,,,,
"鋛","92DB",,"kuang4",,"gwang",,,,,,
"鋜","92DC","zruk","zhuo2,chuo4",,"chak",,"/zaku/","saku",,,
"鋝","92DD","lyet","lve4","lyut3(lyut6)","ryeol(yeol)","luyeetj","/reti/","retu",,,
"鋞","92DE","gheng,ghengx","xing2,xing4,jing1","hang6,jing4","hyeong",,,,,,
"鋟","92DF","ciem,chimx","qin3","cim1(cam2,zim1)","chim,cheom","taamr,tieem","[1]sin[2]sen(semu)","[1]sin[2]sen(semu)",,,
"鋠","92E0","zjinx","shen4","san6","sin",,"/zin/","sin",,,
"鋡","92E1","ghom","han2","ham4","ham",,"/gon(gomu)/","kan(kamu)",,,
"鋢","92E2",,"lve4",,"ryeol(yeol)",,,,,,
"鋣","92E3","ja","ye2",,"ya",,"ya","ya",,,
"鋤","92E4","zrio","chu2","co4","seo","suwf","zyo","/so/",,,
"鋥","92E5","drangh","zeng4",,"jeong",,"/zyou(dyau)/","tou(tau)",,,
"鋦","92E6","kyuk","ju1,ju2","guk6,geoi3","guk",,,,,,
"鋧","92E7",,"xian4","jin6(hin2)","hyeon",,"/gen/","ken",,,
"鋨","92E8",,"e2","ngo4","cheol",,,,,,"ga"
"鋩","92E9","myang","mang2","mong4","mang","mang","/mou(mau)/","bou(bau)",,,
"鋪","92EA","phyo,pho,phoh","pu1,pu4","pou1,pou3","po","phoo,phoos","/hu/","ho",,,
"鋫","92EB",,"li2",,"ri(i),ryeo(yeo)",,,,,,
"鋬","92EC",,"pan4",,"ban",,"/hen/","han",,,
"鋭","92ED",,"rui4",,"ye,tae","dueej,nhueej","[1]*ei*[2]/dai/","[1]*ei*[2]tai",,,
"鋮","92EE",,"cheng2","sing4","seong",,,,,,"sei"
"鋯","92EF",,"gao4","gou3","go",,,,,,
"鋰","92F0",,"li3","lei5","ri(i)",,,,,,"ri"
"鋱","92F1","thok","te4","tik1","teuk",,,,,,
"鋲","92F2",,"bing1",,"byeong",,"/hu/","ho",,,
"鋳","92F3",,"zhu4",,"ju",,"/su/","/syu/",,"*tyuu(tiu)*",
"鋴","92F4",,"zhen4",,"geuk",,,,,,
"鋵","92F5",,"tu1",,"dok",,,,,,
"鋶","92F6",,"liu3",,"ryu(yu)",,,,,,
"鋷","92F7",,"zui4,nie4","zeoi3","choe",,,,,,"[1]sai[2]zyou(dehu)"
"鋸","92F8","kioh","ju4,ju1","geoi3(goe3)","geo","cuws","/ko/","kyo",,,
"鋹","92F9","thriangx","chang3","cong2","chang",,"tyou(tyau)","tyou(tyau)",,,
"鋺","92FA",,"yuan3,yuan1,wan3,wan1","jyun1","won,wan",,"[1]/on(won)/","[1]en(wen)",,,"[2]wan"
"鋻","92FB","kenh","jian1,jian4","gin3(gin1)","gyeon",,"ken","ken",,,
"鋼","92FC","kang,kangh","gang1,gang4","gong3(gong1)","gang","cuwowng","*kou(kau)*","*kou(kau)*",,,
"鋽","92FD","theuh","diao4",,"jo",,,,,,
"鋾","92FE",,"tao2","tou4","do",,,,,,
"鋿","92FF","zjang","shang3","soeng4","sang",,"/zyou(zyau)/","syou(syau)",,,
"錀","9300","phyon","lun2","fan1,leon4","ryun(yun)",,,,,,"rin"
"錁","9301","kuax","ke4","gwo2(fo3)","gwa","quar",,,,,
"錂","9302",,"ling2","ling4","reung(neung)",,,,,,"ryou"
"錃","9303",,"pi1",,"pa",,,,,,
"錄","9304","lyuk","lu4","luk6","rok(nok),ryeo(yeo)","lucj","*roku*","/ryoku/",,,
"錅","9305",,"li2",,"ri(i),ryeo(yeo)",,,,,,
"錆","9306","chiang","qing1","coeng1","chang,cheong",,"/sou(sau)/","/syou(syau)/",,"sei",
"錇","9307",,"pei2",,"bu",,,,,,
"錈","9308",,"juan3","gyun6","gwon",,"/gon/","ken(kwen)",,,
"錉","9309",,"min2","man4","min",,,,,,
"錊","930A","cuuk","zui4",,"chwae",,,,,,
"錋","930B",,"peng2","paang4","paeng",,,,,,
"錌","930C",,"an4","ngon6","an",,,,,,
"錍","930D","pie,pje,phe","pi1","pai1","bi",,"/hai/","hei",,"/hi/",
"錎","930E","khomx,ghremh","xian4","haam6","ham",,,,,,
"錏","930F","qra","ya1","aa1,aa3","a",,"/e/","a",,,
